catalogo_id,dataset_id,distribucion_id,serie_id,indice_tiempo_frecuencia,serie_titulo,serie_unidades,serie_descripcion,distribucion_titulo,distribucion_descripcion,distribucion_url_descarga,dataset_responsable,dataset_fuente,dataset_titulo,dataset_descripcion,dataset_tema,serie_indice_inicio,serie_indice_final,serie_valores_cant,serie_dias_no_cubiertos,serie_actualizada,serie_valor_ultimo,serie_valor_anterior,serie_var_pct_anterior,serie_discontinuada,consultas_total,consultas_30_dias,consultas_90_dias,consultas_180_dias
"bcra,2,2.3,bcra_399,R/P1D,bcra_399,Miles de pesos corrientes,""Balance consolidado de las entidades financieras, en miles de pesos - Préstamos al sector privado - En monedas nacional y extranjera, saldos diarios, en miles de pesos - Prendarios"",""Principales activos de las entidades financieras (disponibilidades, tenencias de títulos públicos y préstamos)"",Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Dinero y crédito (saldos),Banco Central de la República Argentina (BCRA),Dinero y crédito (saldos),""Balances y saldos de entidades del sistema financiero, préstamos, depósitos y otros."",Dinero y Bancos,1996-04-01,2021-07-28,9250,5,True,185360530.0,184732345.7,0.0034005106015388975,False,1,0,0,0"
"bcra,2,2.3,bcra_400,R/P1D,bcra_400,Miles de pesos corrientes,""Balance consolidado de las entidades financieras, en miles de pesos - Préstamos al sector privado - En monedas nacional y extranjera, saldos diarios, en miles de pesos - Personales"",""Principales activos de las entidades financieras (disponibilidades, tenencias de títulos públicos y préstamos)"",Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Dinero y crédito (saldos),Banco Central de la República Argentina (BCRA),Dinero y crédito (saldos),""Balances y saldos de entidades del sistema financiero, préstamos, depósitos y otros."",Dinero y Bancos,1999-12-30,2021-07-28,7882,5,True,535435000.0,534956000.0,0.0008954007432386835,False,19,0,0,0"
"bcra,2,2.3,bcra_401,R/P1D,bcra_401,Miles de pesos corrientes,""Balance consolidado de las entidades financieras, en miles de pesos - Préstamos al sector privado - En monedas nacional y extranjera, saldos diarios, en miles de pesos - A titulares de tarjetas de crédito"",""Principales activos de las entidades financieras (disponibilidades, tenencias de títulos públicos y préstamos)"",Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Dinero y crédito (saldos),Banco Central de la República Argentina (BCRA),Dinero y crédito (saldos),""Balances y saldos de entidades del sistema financiero, préstamos, depósitos y otros."",Dinero y Bancos,1999-12-30,2021-07-28,7882,5,True,992099975.0,983067420.6,0.009188133194859782,False,2,0,0,0"
"bcra,2,2.3,bcra_402,R/P1D,bcra_402,Miles de pesos corrientes,""Balance consolidado de las entidades financieras, en miles de pesos - Préstamos al sector privado - En monedas nacional y extranjera, saldos diarios, en miles de pesos - Créditos documentarios"",""Principales activos de las entidades financieras (disponibilidades, tenencias de títulos públicos y préstamos)"",Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Dinero y crédito (saldos),Banco Central de la República Argentina (BCRA),Dinero y crédito (saldos),""Balances y saldos de entidades del sistema financiero, préstamos, depósitos y otros."",Dinero y Bancos,1999-12-30,2021-07-28,7882,5,True,968350.0,967783.0,0.000585875139364811,False,1,0,0,0"
"bcra,2,2.3,bcra_403,R/P1D,bcra_403,Miles de pesos corrientes,""Balance consolidado de las entidades financieras, en miles de pesos - Préstamos al sector privado - En monedas nacional y extranjera, saldos diarios, en miles de pesos - Otros préstamos"",""Principales activos de las entidades financieras (disponibilidades, tenencias de títulos públicos y préstamos)"",Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Dinero y crédito (saldos),Banco Central de la República Argentina (BCRA),Dinero y crédito (saldos),""Balances y saldos de entidades del sistema financiero, préstamos, depósitos y otros."",Dinero y Bancos,1999-12-30,2021-07-28,7882,5,True,312792285.0,312509435.3,0.000905091712602113,False,1,0,0,0"
"bcra,2,2.3,bcra_407,R/P1D,bcra_407,Miles de pesos corrientes,""Balance consolidado de las entidades financieras, en miles de pesos - Préstamos al sector privado - En monedas nacional y extranjera, saldos diarios, en miles de pesos - Intereses documentados"",""Principales activos de las entidades financieras (disponibilidades, tenencias de títulos públicos y préstamos)"",Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Dinero y crédito (saldos),Banco Central de la República Argentina (BCRA),Dinero y crédito (saldos),""Balances y saldos de entidades del sistema financiero, préstamos, depósitos y otros."",Dinero y Bancos,1999-12-30,2021-07-28,7882,5,True,38320000.0,38168000.0,0.003982393628170211,False,2,0,0,0"
"bcra,2,2.3,bcra_409,R/P1D,bcra_409,Miles de pesos corrientes,""Balance consolidado de las entidades financieras, en miles de pesos - Préstamos al sector privado - En moneda nacional, saldos diarios, en miles de pesos - Total"",""Principales activos de las entidades financieras (disponibilidades, tenencias de títulos públicos y préstamos)"",Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Dinero y crédito (saldos),Banco Central de la República Argentina (BCRA),Dinero y crédito (saldos),""Balances y saldos de entidades del sistema financiero, préstamos, depósitos y otros."",Dinero y Bancos,1996-04-01,2021-07-28,9250,5,True,3180533000.0,3168773000.0,0.003711215666126977,False,1,0,0,0"
"bcra,2,2.3,bcra_410,R/P1D,bcra_410,Miles de pesos corrientes,""Balance consolidado de las entidades financieras, en miles de pesos - Préstamos al sector privado - En moneda nacional, saldos diarios, en miles de pesos - Adelantos en cuenta corriente"",""Principales activos de las entidades financieras (disponibilidades, tenencias de títulos públicos y préstamos)"",Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Dinero y crédito (saldos),Banco Central de la República Argentina (BCRA),Dinero y crédito (saldos),""Balances y saldos de entidades del sistema financiero, préstamos, depósitos y otros."",Dinero y Bancos,1996-04-01,2021-07-28,9250,5,True,267615000.0,267950000.0,-0.0012502332524724213,False,3,0,0,2"
"bcra,2,2.3,bcra_411,R/P1D,bcra_411,Miles de pesos corrientes,""Balance consolidado de las entidades financieras, en miles de pesos - Préstamos al sector privado - En moneda nacional, saldos diarios, en miles de pesos - Otros adelantos"",""Principales activos de las entidades financieras (disponibilidades, tenencias de títulos públicos y préstamos)"",Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Dinero y crédito (saldos),Banco Central de la República Argentina (BCRA),Dinero y crédito (saldos),""Balances y saldos de entidades del sistema financiero, préstamos, depósitos y otros."",Dinero y Bancos,1999-12-30,2021-07-28,7882,5,True,59222000.0,59249000.0,-0.00045570389373661424,False,1,0,0,0"
"bcra,2,2.3,bcra_412,R/P1D,bcra_412,Miles de pesos corrientes,""Balance consolidado de las entidades financieras, en miles de pesos - Préstamos al sector privado - En moneda nacional, saldos diarios, en miles de pesos - Documentos a sola firma"",""Principales activos de las entidades financieras (disponibilidades, tenencias de títulos públicos y préstamos)"",Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Dinero y crédito (saldos),Banco Central de la República Argentina (BCRA),Dinero y crédito (saldos),""Balances y saldos de entidades del sistema financiero, préstamos, depósitos y otros."",Dinero y Bancos,1996-04-01,2021-07-28,9250,5,True,460072000.0,459402000.0,0.0014584176821172967,False,1,0,0,0"
"bcra,2,2.3,bcra_413,R/P1D,bcra_413,Miles de pesos corrientes,""Balance consolidado de las entidades financieras, en miles de pesos - Préstamos al sector privado - En moneda nacional, saldos diarios, en miles de pesos - Documentos descontados"",""Principales activos de las entidades financieras (disponibilidades, tenencias de títulos públicos y préstamos)"",Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Dinero y crédito (saldos),Banco Central de la República Argentina (BCRA),Dinero y crédito (saldos),""Balances y saldos de entidades del sistema financiero, préstamos, depósitos y otros."",Dinero y Bancos,1999-12-30,2021-07-28,7882,5,True,182560000.0,181436000.0,0.006195021936109768,False,2,0,0,0"
"bcra,2,2.3,bcra_414,R/P1D,bcra_414,Miles de pesos corrientes,""Balance consolidado de las entidades financieras, en miles de pesos - Préstamos al sector privado - En moneda nacional, saldos diarios, en miles de pesos - Documentos comprados"",""Principales activos de las entidades financieras (disponibilidades, tenencias de títulos públicos y préstamos)"",Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Dinero y crédito (saldos),Banco Central de la República Argentina (BCRA),Dinero y crédito (saldos),""Balances y saldos de entidades del sistema financiero, préstamos, depósitos y otros."",Dinero y Bancos,1999-12-30,2021-07-28,7882,5,True,55410000.0,55600000.0,-0.003417266187050405,False,1,0,0,0"
"bcra,2,2.3,bcra_415,R/P1D,bcra_415,Miles de pesos corrientes,""Balance consolidado de las entidades financieras, en miles de pesos - Préstamos al sector privado - En moneda nacional, saldos diarios, en miles de pesos - Hipotecarios"",""Principales activos de las entidades financieras (disponibilidades, tenencias de títulos públicos y préstamos)"",Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Dinero y crédito (saldos),Banco Central de la República Argentina (BCRA),Dinero y crédito (saldos),""Balances y saldos de entidades del sistema financiero, préstamos, depósitos y otros."",Dinero y Bancos,1996-04-01,2021-07-28,9250,5,True,241482000.0,241127000.0,0.0014722532109634479,False,1,0,0,0"
"bcra,2,2.3,bcra_416,R/P1D,bcra_416,Miles de pesos corrientes,""Balance consolidado de las entidades financieras, en miles de pesos - Préstamos al sector privado - En moneda nacional, saldos diarios, en miles de pesos - Prendarios"",""Principales activos de las entidades financieras (disponibilidades, tenencias de títulos públicos y préstamos)"",Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Dinero y crédito (saldos),Banco Central de la República Argentina (BCRA),Dinero y crédito (saldos),""Balances y saldos de entidades del sistema financiero, préstamos, depósitos y otros."",Dinero y Bancos,1996-04-01,2021-07-28,9250,5,True,158496000.0,157787000.0,0.004493399329475789,False,1,0,0,0"
"bcra,2,2.3,bcra_417,R/P1D,bcra_417,Miles de pesos corrientes,""Balance consolidado de las entidades financieras, en miles de pesos - Préstamos al sector privado - En moneda nacional, saldos diarios, en miles de pesos - Personales"",""Principales activos de las entidades financieras (disponibilidades, tenencias de títulos públicos y préstamos)"",Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Dinero y crédito (saldos),Banco Central de la República Argentina (BCRA),Dinero y crédito (saldos),""Balances y saldos de entidades del sistema financiero, préstamos, depósitos y otros."",Dinero y Bancos,1999-12-30,2021-07-28,7882,5,True,535435000.0,534956000.0,0.0008954007432386835,False,2,0,0,0"
"bcra,2,2.3,bcra_418,R/P1D,bcra_418,Miles de pesos corrientes,""Balance consolidado de las entidades financieras, en miles de pesos - Préstamos al sector privado - En moneda nacional, saldos diarios, en miles de pesos - A titulares de tarjetas de crédito"",""Principales activos de las entidades financieras (disponibilidades, tenencias de títulos públicos y préstamos)"",Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Dinero y crédito (saldos),Banco Central de la República Argentina (BCRA),Dinero y crédito (saldos),""Balances y saldos de entidades del sistema financiero, préstamos, depósitos y otros."",Dinero y Bancos,1999-12-30,2021-07-28,7882,5,True,983886000.0,975148000.0,0.00896069109509523,False,2,0,0,0"
"bcra,2,2.3,bcra_419,R/P1D,bcra_419,Miles de pesos corrientes,""Balance consolidado de las entidades financieras, en miles de pesos - Préstamos al sector privado - En moneda nacional, saldos diarios, en miles de pesos - Créditos documentarios"",""Principales activos de las entidades financieras (disponibilidades, tenencias de títulos públicos y préstamos)"",Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Dinero y crédito (saldos),Banco Central de la República Argentina (BCRA),Dinero y crédito (saldos),""Balances y saldos de entidades del sistema financiero, préstamos, depósitos y otros."",Dinero y Bancos,1999-12-30,2021-07-28,7882,5,True,2000.0,2000.0,0.0,False,36,0,0,0"
"bcra,2,2.3,bcra_420,R/P1D,bcra_420,Miles de pesos corrientes,""Balance consolidado de las entidades financieras, en miles de pesos - Préstamos al sector privado - En moneda nacional, saldos diarios, en miles de pesos - Otros préstamos"",""Principales activos de las entidades financieras (disponibilidades, tenencias de títulos públicos y préstamos)"",Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Dinero y crédito (saldos),Banco Central de la República Argentina (BCRA),Dinero y crédito (saldos),""Balances y saldos de entidades del sistema financiero, préstamos, depósitos y otros."",Dinero y Bancos,1999-12-30,2021-07-28,7882,5,True,236354000.0,236116000.0,0.001007979128902825,False,2,0,0,0"
"bcra,2,2.3,bcra_424,R/P1D,bcra_424,Miles de pesos corrientes,""Balance consolidado de las entidades financieras, en miles de pesos - Préstamos al sector privado - En moneda nacional, saldos diarios, en miles de pesos - Intereses documentados"",""Principales activos de las entidades financieras (disponibilidades, tenencias de títulos públicos y préstamos)"",Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Dinero y crédito (saldos),Banco Central de la República Argentina (BCRA),Dinero y crédito (saldos),""Balances y saldos de entidades del sistema financiero, préstamos, depósitos y otros."",Dinero y Bancos,1999-12-30,2021-07-28,7882,5,True,38320000.0,38168000.0,0.003982393628170211,False,1,0,0,0"
"bcra,2,2.3,bcra_426,R/P1D,bcra_426,Miles de USD corrientes,""Balance consolidado de las entidades financieras, en miles de pesos - Préstamos al sector privado - En moneda extranjera, saldos diarios, en miles de dólares estadounidenses - Total"",""Principales activos de las entidades financieras (disponibilidades, tenencias de títulos públicos y préstamos)"",Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Dinero y crédito (saldos),Banco Central de la República Argentina (BCRA),Dinero y crédito (saldos),""Balances y saldos de entidades del sistema financiero, préstamos, depósitos y otros."",Dinero y Bancos,1996-04-01,2021-07-28,9250,5,True,5350000.0,5345000.0,0.00093545369504211,False,2,0,0,0"
"bcra,2,2.3,bcra_427,R/P1D,bcra_427,Miles de USD corrientes,""Balance consolidado de las entidades financieras, en miles de pesos - Préstamos al sector privado - En moneda extranjera, saldos diarios, en miles de dólares estadounidenses - Adelantos en cuenta corriente"",""Principales activos de las entidades financieras (disponibilidades, tenencias de títulos públicos y préstamos)"",Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Dinero y crédito (saldos),Banco Central de la República Argentina (BCRA),Dinero y crédito (saldos),""Balances y saldos de entidades del sistema financiero, préstamos, depósitos y otros."",Dinero y Bancos,1996-04-01,2021-07-28,9250,5,True,0.0,0.0,nan,False,28,0,2,4"
"bcra,2,2.3,bcra_428,R/P1D,bcra_428,Miles de USD corrientes,""Balance consolidado de las entidades financieras, en miles de pesos - Préstamos al sector privado - En moneda extranjera, saldos diarios, en miles de dólares estadounidenses - Otros adelantos"",""Principales activos de las entidades financieras (disponibilidades, tenencias de títulos públicos y préstamos)"",Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Dinero y crédito (saldos),Banco Central de la República Argentina (BCRA),Dinero y crédito (saldos),""Balances y saldos de entidades del sistema financiero, préstamos, depósitos y otros."",Dinero y Bancos,1996-04-01,2021-07-28,9250,5,True,89000.0,90000.0,-0.011111111111111072,False,1,0,0,0"
